bezirk,brw,nutzung,stichtag,anwert,verfahrensart,gfz,beitragszustand,lumnum,brwid
Steglitz-Zehlendorf,710,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1829
Marzahn-Hellersdorf,350,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1830
Mitte,1700,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1832
Steglitz-Zehlendorf,750,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1833
Spandau,1800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1834
Steglitz-Zehlendorf,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1836
Spandau,2000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1837
Steglitz-Zehlendorf,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1838
Steglitz-Zehlendorf,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1839
Friedrichshain-Kreuzberg,3000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1840
Steglitz-Zehlendorf,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1841
Steglitz-Zehlendorf,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1845
Mitte,1700,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1846
Steglitz-Zehlendorf,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1848
Mitte,2100,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1849
Steglitz-Zehlendorf,560,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1851
Friedrichshain-Kreuzberg,2100,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1852
Tempelhof-Schöneberg,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1853
Tempelhof-Schöneberg,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1855
Mitte,3000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1856
Mitte,2800,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1858
Tempelhof-Schöneberg,620,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1859
Reinickendorf,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1860
Tempelhof-Schöneberg,620,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1861
Charlottenburg-Wilmersdorf,2500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1862
Reinickendorf,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1863
Reinickendorf,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1864
Tempelhof-Schöneberg,1600,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1865
Tempelhof-Schöneberg,2500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1866
Mitte,3500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1867
Tempelhof-Schöneberg,680,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1870
Lichtenberg,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1871
Charlottenburg-Wilmersdorf,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1872
Tempelhof-Schöneberg,620,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1874
Charlottenburg-Wilmersdorf,2700,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1875
Tempelhof-Schöneberg,620,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1876
Mitte,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1880
Tempelhof-Schöneberg,620,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1882
Charlottenburg-Wilmersdorf,5000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1883
Tempelhof-Schöneberg,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1884
Steglitz-Zehlendorf,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1885
Tempelhof-Schöneberg,630,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1886
Tempelhof-Schöneberg,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1887
Neukölln,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1889
Tempelhof-Schöneberg,630,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1890
Charlottenburg-Wilmersdorf,6000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1892
Tempelhof-Schöneberg,630,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1893
Tempelhof-Schöneberg,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1894
Tempelhof-Schöneberg,2800,W - Wohngebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1895
Pankow,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1896
Tempelhof-Schöneberg,550,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1899
Tempelhof-Schöneberg,2800,W - Wohngebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1900
Pankow,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1901
Spandau,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1902
Tempelhof-Schöneberg,550,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1903
Tempelhof-Schöneberg,530,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1904
Friedrichshain-Kreuzberg,2500,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1907
Tempelhof-Schöneberg,580,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1908
Tempelhof-Schöneberg,340,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1911
Tempelhof-Schöneberg,340,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1912
Friedrichshain-Kreuzberg,3000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1914
Tempelhof-Schöneberg,800,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1915
Steglitz-Zehlendorf,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1916
Neukölln,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1917
Charlottenburg-Wilmersdorf,900,G - Gewerbe,2026-01-01,,,1.6,Beitragsfrei nach BauGB,,1918
Neukölln,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1919
Neukölln,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1921
Steglitz-Zehlendorf,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1922
Neukölln,680,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1923
Neukölln,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1924
Steglitz-Zehlendorf,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1925
Neukölln,640,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1928
Marzahn-Hellersdorf,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1931
Neukölln,570,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1932
Neukölln,580,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1934
Neukölln,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1936
Neukölln,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1938
Pankow,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1939
Neukölln,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1940
Pankow,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1941
Neukölln,550,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1942
Neukölln,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1943
Pankow,800,G - Gewerbe,2026-01-01,,,1.7,Beitragsfrei nach BauGB,,1944
Neukölln,550,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1950
Neukölln,570,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1951
Neukölln,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1952
Neukölln,490,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1953
Treptow-Köpenick,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1954
Neukölln,360,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1955
Steglitz-Zehlendorf,600,G - Gewerbe,2026-01-01,,,1.2,Beitragsfrei nach BauGB,,1956
Neukölln,350,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1958
Reinickendorf,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1959
Neukölln,350,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1960
Charlottenburg-Wilmersdorf,900,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1961
Neukölln,350,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1962
Neukölln,350,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1963
Steglitz-Zehlendorf,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,,1964
Tempelhof-Schöneberg,700,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1965
Neukölln,350,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,1966
Reinickendorf,710,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1967
Steglitz-Zehlendorf,600,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1968
Reinickendorf,460,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1970
Reinickendorf,630,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1972
Reinickendorf,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1973
Charlottenburg-Wilmersdorf,1400,G - Gewerbe,2026-01-01,,,1.5,Beitragsfrei nach BauGB,,1974
Reinickendorf,440,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1977
Spandau,750,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1978
Pankow,1500,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1979
Reinickendorf,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1981
Reinickendorf,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1982
Tempelhof-Schöneberg,600,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1983
Reinickendorf,620,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1985
Mitte,1600,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1986
Reinickendorf,710,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1987
Mitte,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1988
Reinickendorf,520,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1989
Reinickendorf,520,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1990
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1992
Neukölln,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1993
Tempelhof-Schöneberg,1200,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1995
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1996
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1997
Reinickendorf,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1999
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2001
Treptow-Köpenick,2000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2002
Reinickendorf,560,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2003
Reinickendorf,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2004
Mitte,1100,G - Gewerbe,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2005
Reinickendorf,480,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2006
Charlottenburg-Wilmersdorf,1800,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2007
Reinickendorf,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2008
Reinickendorf,460,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2010
Reinickendorf,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2011
Reinickendorf,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2013
Reinickendorf,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2015
Charlottenburg-Wilmersdorf,1800,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2016
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2017
Reinickendorf,1000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2018
Reinickendorf,1800,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2019
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2020
Mitte,3000,G - Gewerbe,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2021
Reinickendorf,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2022
Reinickendorf,430,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2023
Charlottenburg-Wilmersdorf,1800,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2024
Charlottenburg-Wilmersdorf,3000,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2025
Reinickendorf,420,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2026
Reinickendorf,420,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2027
Lichtenberg,3000,G - Gewerbe,2026-01-01,,,4,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2028
Reinickendorf,420,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2029
Friedrichshain-Kreuzberg,4500,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2030
Reinickendorf,370,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2031
Reinickendorf,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2033
Mitte,3000,G - Gewerbe,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2034
Reinickendorf,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2035
Friedrichshain-Kreuzberg,4000,G - Gewerbe,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2036
Reinickendorf,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2037
Reinickendorf,490,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2039
Charlottenburg-Wilmersdorf,2500,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2040
Charlottenburg-Wilmersdorf,3000,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2041
Reinickendorf,350,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2042
Reinickendorf,370,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2043
Charlottenburg-Wilmersdorf,4000,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2044
Reinickendorf,370,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2045
Mitte,4000,G - Gewerbe,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2046
Reinickendorf,340,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2047
Reinickendorf,370,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2050
Reinickendorf,340,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2051
Reinickendorf,270,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,2052
Reinickendorf,270,W - Wohngebiet,2026-01-01,,,0.1,Beitragsfrei nach BauGB,,2053
Reinickendorf,270,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,2054
Reinickendorf,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2055
Pankow,900,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2058
Spandau,900,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2060
Spandau,2200,W - Wohngebiet,2026-01-01,,,2.7,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2061
Spandau,1800,M2 - Mischgebiet,2026-01-01,,,3.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2062
Mitte,14000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2064
Mitte,4000,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2065
Charlottenburg-Wilmersdorf,4500,W - Wohngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2066
Neukölln,500,W - Wohngebiet,2026-01-01,,,0.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2067
Neukölln,500,W - Wohngebiet,2026-01-01,,,0.8,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2068
Steglitz-Zehlendorf,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2069
Steglitz-Zehlendorf,1100,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2070
Treptow-Köpenick,850,W - Wohngebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2071
Charlottenburg-Wilmersdorf,2700,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2072
Charlottenburg-Wilmersdorf,2700,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2073
Charlottenburg-Wilmersdorf,2000,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2074
Charlottenburg-Wilmersdorf,2100,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2075
Charlottenburg-Wilmersdorf,2200,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2076
Charlottenburg-Wilmersdorf,2200,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2077
Steglitz-Zehlendorf,2700,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2078
Steglitz-Zehlendorf,2300,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2079
Steglitz-Zehlendorf,2200,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,2080
Pankow,490,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,2083
Tempelhof-Schöneberg,800,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,2084
Tempelhof-Schöneberg,1600,G - Gewerbe,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,2085
